"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",2.918497816532,72.9624454132998,72.9624454132998
"Dim.2",0.914030471468073,22.8507617867018,95.8132072000017
"Dim.3",0.146756875571315,3.66892188928287,99.4821290892845
"Dim.4",0.0207148364286192,0.51787091071548,100
